Sullivan,New York,1109.0,17333
Wyoming,New York,500.0,10283
Iredell,North Carolina,2248.0,42505
Sampson,North Carolina,1060.0,14959
Burleigh,North Dakota,883.0,25433
Cass,North Dakota,1434.0,52454
Coshocton,Ohio,559.0,8333
Darke,Ohio,771.0,11230
Lake,Ohio,3101.0,53300
Mahoning,Ohio,3702.0,52484
Pawnee,Oklahoma,302.0,3645
Lane,Oregon,4606.0,90959
Beaver,Pennsylvania,2692.0,37997
Calhoun,South Carolina,273.0,3190
Richland,South Carolina,5030.0,110666
York,South Carolina,3216.0,67808
Brazos,Texas,1408.0,58658
Ellis,Texas,1921.0,43706
Lubbock,Texas,3776.0,78748
Charlottesville city,Virginia,405.0,15272
Goochland,Virginia,288.0,4543
Henrico,Virginia,3561.0,90238
Williamsburg city,Virginia,nan,2613
Franklin,Washington,621.0,26478
Mason,Washington,958.0,14110
Jefferson,West Virginia,815.0,13683
Kenosha,Wisconsin,1956.0,42628
Laramie,Wyoming,1158.0,26255
Park,Wyoming,365.0,6487
Calhoun,Alabama,2373.0,28862
Talladega,Alabama,1705.0,19907
Kenai Peninsula Borough,Alaska,848.0,14143
Coconino,Arizona,1508.0,34421
Bradley,Arkansas,215.0,2632
Faulkner,Arkansas,1529.0,32835
Washington,Arkansas,2419.0,64572
Mendocino,California,1236.0,20088
Yuma,Colorado,94.0,2340
Middlesex,Connecticut,1787.0,36131
Kent,Delaware,2425.0,43753
Leon,Florida,2798.0,72500
Sumter,Florida,1992.0,14509
Walton,Florida,1004.0,16154
Columbia,Georgia,1385.0,40971
Houston,Georgia,1891.0,42195
Twin Falls,Idaho,975.0,22027
Jackson,Illinois,717.0,14384
Kankakee,Illinois,1638.0,26583
Kendall,Illinois,835.0,36285
LaSalle,Illinois,1599.0,26330
Madison,Illinois,3872.0,68146
Washington,Illinois,171.0,3289
Williamson,Illinois,1015.0,17321
Clark,Indiana,1979.0,31532
Fayette,Indiana,493.0,5292
Jennings,Indiana,559.0,6455
Madison,Indiana,2159.0,32467
Washington,Iowa,266.0,4966
Winneshiek,Iowa,150.0,3917
Leavenworth,Kansas,902.0,22650
Franklin,Kentucky,893.0,12810
Kenton,Kentucky,2431.0,45918
Warren,Kentucky,1605.0,32244
Penobscot,Maine,2166.0,37167
Franklin,Massachusetts,888.0,16848
Rice,Minnesota,556.0,15156
Bolivar,Mississippi,722.0,8195
Coahoma,Mississippi,508.0,5490
DeSoto,Mississippi,2318.0,48024
Madison,Mississippi,1252.0,27757
Perry,Mississippi,227.0,2841
St. Charles,Missouri,3828.0,102768
St. Louis city,Missouri,5708.0,101955
Adams,Nebraska,417.0,6936
Lincoln,Nebraska,433.0,8491
Belknap,New Hampshire,883.0,12824
Merrimack,New Hampshire,1768.0,35266
Atlantic,New Jersey,3951.0,62496
Chenango,New York,721.0,10487
Essex,New York,497.0,8808
Hamilton,New York,nan,657
Jefferson,New York,1183.0,32949
Livingston,New York,716.0,13621
Warren,New York,857.0,14393
Washington,New York,821.0,14767
Gaston,North Carolina,3629.0,55417
Guilford,North Carolina,6308.0,137324
Hoke,North Carolina,643.0,17356
Lincoln,North Carolina,1226.0,19331
Moore,North Carolina,1213.0,21722
New Hanover,North Carolina,2726.0,58162
Morton,North Dakota,360.0,8605
Ashland,Ohio,724.0,11458
Clark,Ohio,2649.0,30480
Delaware,Ohio,1422.0,49879
Huron,Ohio,851.0,13815
Miami,Ohio,1468.0,24883
Adams,Pennsylvania,1210.0,21997
Berks,Pennsylvania,4682.0,98852
Lackawanna,Pennsylvania,3282.0,50152
York,Pennsylvania,5381.0,108226
Lee,South Carolina,431.0,4208
Cheatham,Tennessee,731.0,10127
Robertson,Tennessee,1110.0,17783
Sumner,Tennessee,2412.0,46269
Lavaca,Texas,283.0,4001
McLennan,Texas,3035.0,59960
Medina,Texas,602.0,11746
Rusk,Texas,806.0,14108
Webb,Texas,2182.0,72025
Wichita,Texas,2018.0,34768
Williamson,Texas,3875.0,159573
Box Elder,Utah,518.0,13261
Cache,Utah,704.0,31140
Charles City,Virginia,147.0,1357
Richmond city,Virginia,3122.0,73242
Benton,Washington,1896.0,50064
Mercer,West Virginia,1386.0,14115
Brown,Wisconsin,2519.0,68075
La Crosse,Wisconsin,1146.0,28033
Washington,Wisconsin,1200.0,30713
Teton,Wyoming,109.0,7972
Chambers,Alabama,654.0,7664
Mobile,Alabama,7126.0,106776
Walker,Alabama,1675.0,15200
Santa Cruz,Arizona,351.0,10128
Yavapai,Arizona,3621.0,40336
Benton,Arkansas,2590.0,74932
Boone,Arkansas,617.0,8624
Clark,Arkansas,316.0,4412
Craighead,Arkansas,1390.0,29956
Crittenden,Arkansas,923.0,12283
Grant,Arkansas,293.0,4367
Greene,Arkansas,796.0,11530
Independence,Arkansas,580.0,9052
Poinsett,Arkansas,562.0,5780
Polk,Arkansas,375.0,4374
Pope,Arkansas,901.0,15274
Searcy,Arkansas,149.0,1645
Sebastian,Arkansas,1986.0,32358
Sevier,Arkansas,244.0,4323
Van Buren,Arkansas,294.0,3273
Crowley,Colorado,nan,1678
